collisions count before start0
part1
0.1;-7;-0.18;0.39;0.39;-90.27;-79.31;-100.52;-90.17;90;-0.27
0.56;-7;-0.18;0.39;0.39;-90.27;-79.31;-100.52;-90.17;90;-0.27
1.09;-7;-0.18;0.39;0.39;-90.27;-79.31;-100.52;-90.17;90;-0.27
1.55;-7;-0.18;0.39;0.39;-90.27;-79.31;-100.52;-90.17;90;-0.27
2.09;-7;-0.18;0.39;0.39;-90.27;-79.31;-100.52;-90.17;90;-0.27
2.54;-7;-0.18;0.39;0.39;-90.27;-79.31;-100.52;-90.17;90;-0.27
3.08;-7;-0.18;0.39;0.39;-90.27;-79.31;-100.52;-90.17;90;-0.27
3.6;-7;-0.18;0.39;0.39;-90.27;-79.31;-100.52;-90.17;90;-0.27
4.05;-7;-0.18;0.39;0.39;-90.27;-79.31;-100.52;-90.17;90;-0.27
4.57;-7;-0.18;0.39;0.39;-90.27;-79.31;-100.52;-90.17;90;-0.27
5.03;-7;-0.18;0.39;0.39;-90.27;-79.31;-100.52;-90.17;90;-0.27
5.56;-7;-0.18;0.39;0.39;-90.27;-79.31;-100.52;-90.17;90;-0.27
6.1;-7;-0.18;0.39;0.39;-90.27;-79.31;-100.52;-90.17;90;-0.27
6.54;-7;-0.18;0.39;0.39;-90.27;-79.31;-100.52;-90.17;90;-0.27
7.08;-7;-0.18;0.39;0.39;-90.27;-79.31;-100.52;-90.17;90;-0.27
7.54;-7;-0.18;0.39;0.39;-90.27;-79.31;-100.52;-90.17;90;-0.27
8.06;-7;-0.18;0.39;0.39;-90.27;-79.31;-100.52;-90.17;90;-0.27
8.58;-7;-0.18;0.39;0.39;-90.27;-79.31;-100.52;-90.17;90;-0.27
9.1;-7;-0.18;0.39;0.39;-90.27;-79.31;-100.52;-90.17;90;-0.27
9.54;-7;-0.18;0.39;0.39;-90.27;-79.31;-100.52;-90.17;90;-0.27
10.09;-7;-0.18;0.39;0.39;-90.27;-79.31;-100.52;-90.17;90;-0.27
10.61;-7;-0.18;0.39;0.39;-90.27;-79.31;-100.52;-90.17;90;-0.27
11.04;-7;-0.18;0.39;0.39;-90.27;-79.31;-100.52;-90.17;90;-0.27
11.56;-7;-0.18;0.39;0.39;-90.27;-79.31;-100.52;-90.17;90;-0.27
12.08;-7;-0.18;0.39;0.39;-90.27;-79.31;-100.52;-90.17;90;-0.27
12.6;-7;-0.18;0.39;0.39;-90.27;-79.31;-100.52;-90.17;90;-0.27
13.06;-7;-0.17;0.39;0.39;-90.27;-79.31;-100.52;-90.17;90;-0.27
13.56;-7;-0.17;0.39;0.39;-90.21;-79.34;-100.5;-90.16;90;-0.21
14.1;-7;-0.17;0.39;0.39;-89.83;-79.51;-100.37;-90.12;90;0.17
14.6;-7;-0.17;0.39;0.39;-89.68;-79.58;-100.32;-90.1;90;0.32
15.08;-7;-0.17;0.39;0.39;-89.66;-79.59;-100.31;-90.1;90;0.34
15.59;-7;-0.17;0.39;0.39;-89.66;-79.59;-100.31;-90.1;90;0.34
16.03;-7;-0.17;0.39;0.39;-89.66;-79.59;-100.31;-90.1;90;0.34
16.54;-7;-0.16;0.41;0.39;-89.66;-79.59;-100.31;-90.1;90;0.34
17.05;-7;-0.14;0.43;0.39;-88.88;-79.99;-100;-90.01;90;1.12
17.57;-7;-0.12;0.44;0.39;-87.19;-80.95;-99.25;-89.8;90;2.81
18.1;-7;-0.1;0.46;0.39;-84.76;-82.5;-97.99;-89.51;90;5.24
18.53;-7;-0.09;0.48;0.39;-82.55;-84.15;-96.59;-89.26;90;7.45
19.04;-7;-0.09;0.48;0.39;-80.6;-85.84;-95.1;-89.06;90;9.4
19.57;-7;-0.09;0.48;0.39;-79.57;-86.8;-94.23;-88.97;90;10.43
20.02;-7;-0.09;0.48;0.39;-79.23;-87.14;-93.92;-88.94;90;10.77
20.55;-7;-0.09;0.48;0.39;-79.16;-87.21;-93.86;-88.94;90;10.84
21.07;-7;-0.09;0.48;0.39;-79.15;-87.22;-93.85;-88.94;90;10.85
21.59;-7;-0.08;0.48;0.39;-79.15;-87.22;-93.85;-88.94;90;10.85
22.03;-7;-0.07;0.5;0.39;-79.1;-87.27;-93.8;-88.93;90;10.9
22.54;-7;-0.05;0.52;0.39;-78.68;-87.74;-93.34;-88.91;90;11.32
23.06;-7;-0.03;0.53;0.39;-77.3;-89.33;-91.8;-88.87;90;12.7
23.57;-7;-0.01;0.55;0.39;-75.76;-91.32;-89.79;-88.89;90;14.24
24.09;-7;0.01;0.58;0.39;-74.15;-93.68;-87.28;-89.04;90;15.85
24.6;-7;0.02;0.59;0.39;-72.58;-96.29;-84.36;-89.35;90;17.42
25.07;-7;0.04;0.6;0.39;-71.36;-98.54;-81.73;-89.72;90;18.64
25.6;-7;0.04;0.61;0.39;-70.41;-100.49;-79.38;-90.14;90;19.59
26.05;-7;0.04;0.61;0.39;-69.73;-102;-77.48;-90.52;90;20.27
26.58;-7;0.04;0.61;0.39;-69.39;-102.78;-76.49;-90.74;90;20.61
27.08;-7;0.04;0.61;0.39;-69.34;-102.89;-76.34;-90.77;90;20.66
27.6;-7;0.04;0.61;0.39;-69.33;-102.91;-76.32;-90.77;90;20.67
28.05;-7;0.05;0.61;0.39;-69.33;-102.91;-76.32;-90.77;90;20.67
28.56;-7;0.07;0.63;0.39;-69.21;-103.2;-75.94;-90.86;90;20.79
29.09;-7;0.07;0.64;0.39;-68.73;-104.45;-74.27;-91.28;90;21.27
29.6;-7;0.07;0.64;0.39;-68.08;-106.17;-71.96;-91.87;90;21.92
30.06;-7;0.07;0.64;0.39;-67.95;-106.53;-71.47;-92;90;22.05
30.57;-7;0.07;0.64;0.39;-67.92;-106.6;-71.38;-92.02;90;22.08
31.1;-7;0.07;0.64;0.39;-67.92;-106.61;-71.37;-92.02;90;22.08
31.54;-7;0.07;0.64;0.39;-67.92;-106.61;-71.36;-92.02;90;22.08
32.05;-7;0.07;0.64;0.39;-67.92;-106.61;-71.36;-92.02;90;22.08
32.58;-7;0.07;0.64;0.39;-67.92;-106.61;-71.36;-92.02;90;22.08
33.1;-7;0.07;0.64;0.38;-67.92;-106.61;-71.36;-92.02;90;22.08
33.6;-7;0.07;0.64;0.36;-67.92;-106.6;-71.96;-91.44;90;22.08
34.1;-7;0.07;0.64;0.34;-67.92;-106.6;-73.44;-89.96;90;22.08
34.53;-7;0.07;0.64;0.33;-67.92;-106.64;-75.62;-87.74;90;22.08
35.08;-7;0.07;0.64;0.31;-67.92;-106.77;-78.14;-85.09;90;22.08
35.6;-7;0.07;0.64;0.29;-67.92;-107.03;-80.72;-82.25;90;22.08
36.04;-7;0.07;0.64;0.29;-67.92;-107.32;-82.89;-79.79;90;22.08
36.58;-7;0.07;0.64;0.29;-67.92;-107.67;-84.86;-77.47;90;22.08
37.02;-7;0.07;0.64;0.29;-67.92;-107.74;-85.26;-77;90;22.08
37.55;-7;0.07;0.64;0.29;-67.92;-107.76;-85.35;-76.9;90;22.08
38.08;-7;0.07;0.64;0.29;-67.92;-107.76;-85.35;-76.89;90;22.08
38.53;-7;0.07;0.64;0.29;-67.92;-107.76;-85.35;-76.89;90;22.08
39.05;-7;0.07;0.64;0.29;-67.92;-107.76;-85.35;-76.89;90;22.08
39.58;-7;0.07;0.64;0.29;-67.92;-107.76;-85.35;-76.89;90;22.08
40.03;-7;0.07;0.64;0.29;-67.92;-107.76;-85.35;-76.89;90;22.08
40.55;-7;0.07;0.64;0.29;-67.92;-107.76;-85.35;-76.89;90;22.08
41.08;-7;0.07;0.64;0.29;-67.92;-107.76;-85.35;-76.89;90;22.08
