part1
0.06,0,0,0,0,0,0,0,0,0,0
0.55,0,0,0,0,0,0,0,0,0,0
1.07,0,0,0,0,0,0,0,0,0,0
1.58,0,0,0,0,0,0,0,0,0,0
2.03,0,0,0,0,0,0,0,0,0,0
2.57,0,0,0,0,0,0,0,0,0,0
3.03,0,0,0,0,0,0,0,0,0,0
3.54,0,0,0,0,0,0,0,0,0,0
4.07,0,0,0,0,0,0,0,0,0,0
4.55,0,0,0,0,0,0,0,0,0,0
5.06,0,0,0,0,0,0,0,0,0,0
5.55,0,0,0,0,0,0,0,0,0,0
6.02,0,0,0,0,0,0,0,0,0,0
6.58,0,0,0,0,0,0,0,0,0,0
7.04,0,0,0,0,0,0,0,0,0,0
7.55,0,0,0,0,0,0,0,0,0,0
8.07,0,0,0,0,0,0,0,0,0,0
8.53,0,0,0,0,0,0,0,0,0,0
9.06,0,0,0,0,0,0,0,0,0,0
9.54,0,0,0,0,0,0,0,0,0,0
10.07,0,0,0,0,0,0,0,0,0,0
10.55,0,0,0,0,0,0,0,0,0,0
11.03,0,0,0,0,0,0,0,0,0,0
11.55,0,0,0,0,0,0,0,0,0,0
12.07,0,0,0,0,0,0,0,0,0,0
12.55,0,0,0,0,0,0,0,0,0,0
13.06,0,0,0,0,0,0,0,0,0,0
13.52,0,0,0,0,0,0,0,0,0,0
14.06,0,0,0,0,0,0,0,0,0,0
14.54,0,0,0,0,0,0,0,0,0,0
15.05,0,0,0,0,0,0,0,0,0,0
15.53,0,0,0,0,0,0,0,0,0,0
16.07,0,0,0,0,0,0,0,0,0,0
16.54,0,0,0,0,0,0,0,0,0,0
17.02,0,0,0,0,0,0,0,0,0,0
17.52,0,0,0,0,0,0,0,0,0,0
18.05,0,0,0,0,0,0,0,0,0,0
18.53,0,0,0,0,0,0,0,0,0,0
19.06,0,0,0,0,0,0,0,0,0,0
19.55,0,0,0,0,0,0,0,0,0,0
20.05,0,0,0,0,0,0,0,0,0,0
20.55,0,0,0,0,0,0,0,0,0,0
21.07,0,0,0,0,0,0,0,0,0,0
21.57,0,0,0,0,0,0,0,0,0,0
22.08,0,0,0,0,0,0,0,0,0,0
22.55,0,0,0,0,0,0,0,0,0,0
23.05,0,0,0,0,0,0,0,0,0,0
23.54,0,0,0,0,0,0,0,0,0,0
24.07,0,0,0,0,0,0,0,0,0,0
24.56,0,0,0,0,0,0,0,0,0,0
25.05,0,0,0,0,0,0,0,0,0,0
25.5,0,0,0,0,0,0,0,0,0,0
26.06,0,0,0,0,0,0,0,0,0,0
26.55,0,0,0,0,0,0,0,0,0,0
27.01,0,0,0,0,0,0,0,0,0,0
27.55,0,0,0,0,0,0,0,0,0,0
28.07,0,0,0,0,0,0,0,0,0,0
28.51,0,0,0,0,0,0,0,0,0,0
29.04,0,0,0,0,0,0,0,0,0,0
29.56,0,0,0,0,0,0,0,0,0,0
30.05,0,0,0,0,0,0,0,0,0,0
30.54,0,0,0,0,0,0,0,0,0,0
31.06,0,0,0,0,0,0,0,0,0,0
31.52,0,0,0,0,0,0,0,0,0,0
32.06,0,0,0,0,0,0,0,0,0,0
32.52,0,0,0,0,0,0,0,0,0,0
33.05,0,0,0,0,0,0,0,0,0,0
33.5,0,0,0,0,0,0,0,0,0,0
34.08,0,0,0,0,0,0,0,0,0,0
34.53,0,0,0,0,0,0,0,0,0,0
35.04,0,0,0,0,0,0,0,0,0,0
35.58,0,0,0,0,0,0,0,0,0,0
36.03,0,0,0,0,0,0,0,0,0,0
36.54,0,0,0,0,0,0,0,0,0,0
37.05,0,0,0,0,0,0,0,0,0,0
37.51,0,0,0,0,0,0,0,0,0,0
38.04,0,0,0,0,0,0,0,0,0,0
38.55,0,0,0,0,0,0,0,0,0,0
39.06,0,0,0,0,0,0,0,0,0,0
39.55,0,0,0,0,0,0,0,0,0,0
40.05,0,0,0,0,0,0,0,0,0,0
40.54,0,0,0,0,0,0,0,0,0,0
41.05,0,0,0,0,0,0,0,0,0,0
41.55,0,0,0,0,0,0,0,0,0,0
42.06,0,0,0,0,0,0,0,0,0,0
42.56,0,0,0,0,0,0,0,0,0,0
43.03,0,0,0,0,0,0,0,0,0,0
43.52,0,0,0,0,0,0,0,0,0,0
44.02,0,0,0,0,0,0,0,0,0,0
44.57,0,0,0,0,0,0,0,0,0,0
45.01,0,0,0,0,0,0,0,0,0,0
45.57,0,0,0,0,0,0,0,0,0,0
46.06,0,0,0,0,0,0,0,0,0,0
46.54,0,0,0,0,0,0,0,0,0,0
47.04,0,0,0,0,0,0,0,0,0,0
47.52,0,0,0,0,0,0,0,0,0,0
48.01,0,0,0,0,0,0,0,0,0,0
48.56,0,0,0,0,0,0,0,0,0,0
49.05,0,0,0,0,0,0,0,0,0,0
49.52,0,0,0,0,0,0,0,0,0,0
50.06,0,0,0,0,0,0,0,0,0,0
50.54,0,0,0,0,0,0,0,0,0,0
51.06,0,0,0,0,0,0,0,0,0,0
51.57,0,0,0,0,0,0,0,0,0,0
52.03,0,0,0,0,0,0,0,0,0,0
52.55,0,0,0,0,0,0,0,0,0,0
53.06,0,0,0,0,0,0,0,0,0,0
53.58,0,0,0,0,0,0,0,0,0,0
54.08,0,0,0,0,0,0,0,0,0,0
54.53,0,0,0,0,0,0,0,0,0,0
55.08,0,0,0,0,0,0,0,0,0,0
55.52,0,0,0,0,0,0,0,0,0,0
56.05,0,0,0,0,0,0,0,0,0,0
56.53,0,0,0,0,0,0,0,0,0,0
57.05,0,0,0,0,0,0,0,0,0,0
57.53,0,0,0,0,0,0,0,0,0,0
58.05,0,0,0,0,0,0,0,0,0,0
58.57,0,0,0,0,0,0,0,0,0,0
58.99,0,0,0,0,0,0,0,0,0,0
59.5,0,0,0,0,0,0,0,0,0,0
60.06,0,0,0,0,0,0,0,0,0,0
60.56,0,0,0,0,0,0,0,0,0,0
61.02,0,0,0,0,0,0,0,0,0,0
61.52,0,0,0,0,0,0,0,0,0,0
62.03,0,0,0,0,0,0,0,0,0,0
62.54,0,0,0,0,0,0,0,0,0,0
63.06,0,0,0,0,0,0,0,0,0,0
63.51,0,0,0,0,0,0,0,0,0,0
64.03,0,0,0,0,0,0,0,0,0,0
64.54,0,0,0,0,0,0,0,0,0,0
65.06,0,0,0,0,0,0,0,0,0,0
65.57,0,0,0,0,0,0,0,0,0,0
66.03,0,0,0,0,0,0,0,0,0,0
66.54,0,0,0,0,0,0,0,0,0,0
67.06,0,0,0,0,0,0,0,0,0,0
67.57,0,0,0,0,0,0,0,0,0,0
68.07,0,0,0,0,0,0,0,0,0,0
68.55,0,0,0,0,0,0,0,0,0,0
69.07,0,0,0,0,0,0,0,0,0,0
69.5,0,0,0,0,0,0,0,0,0,0
70.01,0,0,0,0,0,0,0,0,0,0
70.52,0,0,0,0,0,0,0,0,0,0
71.06,0,0,0,0,0,0,0,0,0,0
71.57,0,0,0,0,0,0,0,0,0,0
72.02,0,0,0,0,0,0,0,0,0,0
72.57,0,0,0,0,0,0,0,0,0,0
73.07,0,0,0,0,0,0,0,0,0,0
73.54,0,0,0,0,0,0,0,0,0,0
74.01,0,0,0,0,0,0,0,0,0,0
74.51,0,0,0,0,0,0,0,0,0,0
75.07,0,0,0,0,0,0,0,0,0,0
75.53,0,0,0,0,0,0,0,0,0,0
76.03,0,0,0,0,0,0,0,0,0,0
76.5,0,0,0,0,0,0,0,0,0,0
77.04,0,0,0,0,0,0,0,0,0,0
77.55,0,0,0,0,0,0,0,0,0,0
78.07,0,0,0,0,0,0,0,0,0,0
78.5,0,0,0,0,0,0,0,0,0,0
79.01,0,0,0,0,0,0,0,0,0,0
79.52,0,0,0,0,0,0,0,0,0,0
80.02,0,0,0,0,0,0,0,0,0,0
80.52,0,0,0,0,0,0,0,0,0,0
81.07,0,0,0,0,0,0,0,0,0,0
81.56,0,0,0,0,0,0,0,0,0,0
82.07,0,0,0,0,0,0,0,0,0,0
82.58,0,0,0,0,0,0,0,0,0,0
83.02,0,0,0,0,0,0,0,0,0,0
83.53,0,0,0,0,0,0,0,0,0,0
84.02,0,0,0,0,0,0,0,0,0,0
84.52,0,0,0,0,0,0,0,0,0,0
85.02,0,0,0,0,0,0,0,0,0,0
85.55,0,0,0,0,0,0,0,0,0,0
86.05,0,0,0,0,0,0,0,0,0,0
86.55,0,0,0,0,0,0,0,0,0,0
87.05,0,0,0,0,0,0,0,0,0,0
87.53,0,0,0,0,0,0,0,0,0,0
88.02,0,0,0,0,0,0,0,0,0,0
88.5,0,0,0,0,0,0,0,0,0,0
89.02,0,0,0,0,0,0,0,0,0,0
89.51,0,0,0,0,0,0,0,0,0,0
90.06,0,0,0,0,0,0,0,0,0,0
90.58,0,0,0,0,0,0,0,0,0,0
91.01,0,0,0,0,0,0,0,0,0,0
91.54,0,0,0,0,0,0,0,0,0,0
92.05,0,0,0,0,0,0,0,0,0,0
92.52,0,0,0,0,0,0,0,0,0,0
93.03,0,0,0,0,0,0,0,0,0,0
93.52,0,0,0,0,0,0,0,0,0,0
94.04,0,0,0,0,0,0,0,0,0,0
94.51,0,0,0,0,0,0,0,0,0,0
95.03,0,0,0,0,0,0,0,0,0,0
95.53,0,0,0,0,0,0,0,0,0,0
96.07,0,0,0,0,0,0,0,0,0,0
96.5,0,0,0,0,0,0,0,0,0,0
97.03,0,0,0,0,0,0,0,0,0,0
97.55,0,0,0,0,0,0,0,0,0,0
98.05,0,0,0,0,0,0,0,0,0,0
98.55,0,0,0,0,0,0,0,0,0,0
99.04,0,0,0,0,0,0,0,0,0,0
99.54,0,0,0,0,0,0,0,0,0,0
100.04,0,0,0,0,0,0,0,0,0,0
100.52,0,0,0,0,0,0,0,0,0,0
101.01,0,0,0,0,0,0,0,0,0,0
101.53,0,0,0,0,0,0,0,0,0,0
102.01,0,0,0,0,0,0,0,0,0,0
102.57,0,0,0,0,0,0,0,0,0,0
103.07,0,0,0,0,0,0,0,0,0,0
103.51,0,0,0,0,0,0,0,0,0,0
104.07,0,0,0,0,0,0,0,0,0,0
104.53,0,0,0,0,0,0,0,0,0,0
105.05,0,0,0,0,0,0,0,0,0,0
105.54,0,0,0,0,0,0,0,0,0,0
106.06,0,0,0,0,0,0,0,0,0,0
106.54,0,0,0,0,0,0,0,0,0,0
107.02,0,0,0,0,0,0,0,0,0,0
107.51,0,0,0,0,0,0,0,0,0,0
108.07,0,0,0,0,0,0,0,0,0,0
108.57,0,0,0,0,0,0,0,0,0,0
109.05,0,0,0,0,0,0,0,0,0,0
109.58,0,0,0,0,0,0,0,0,0,0
110.02,0,0,0,0,0,0,0,0,0,0
110.53,0,0,0,0,0,0,0,0,0,0
111.03,0,0,0,0,0,0,0,0,0,0
111.57,0,0,0,0,0,0,0,0,0,0
112.06,0,0,0,0,0,0,0,0,0,0
112.52,0,0,0,0,0,0,0,0,0,0
113.03,0,0,0,0,0,0,0,0,0,0
113.57,0,0,0,0,0,0,0,0,0,0
114.06,0,0,0,0,0,0,0,0,0,0
114.56,0,0,0,0,0,0,0,0,0,0
115.05,0,0,0,0,0,0,0,0,0,0
115.52,0,0,0,0,0,0,0,0,0,0
116.03,0,0,0,0,0,0,0,0,0,0
116.58,0,0,0,0,0,0,0,0,0,0
117.02,0,0,0,0,0,0,0,0,0,0
117.52,0,0,0,0,0,0,0,0,0,0
118.06,0,0,0,0,0,0,0,0,0,0
118.53,0,0,0,0,0,0,0,0,0,0
119.05,0,0,0,0,0,0,0,0,0,0
119.56,0,0,0,0,0,0,0,0,0,0
120.03,0,0,0,0,0,0,0,0,0,0
120.57,0,0,0,0,0,0,0,0,0,0
121.01,0,0,0,0,0,0,0,0,0,0
121.58,0,0,0,0,0,0,0,0,0,0
122.01,0,0,0,0,0,0,0,0,0,0
122.51,0,0,0,0,0,0,0,0,0,0
123.08,0,0,0,0,0,0,0,0,0,0
123.57,0,0,0,0,0,0,0,0,0,0
124.05,0,0,0,0,0,0,0,0,0,0
124.55,0,0,0,0,0,0,0,0,0,0
125.04,0,0,0,0,0,0,0,0,0,0
125.54,0,0,0,0,0,0,0,0,0,0
126.06,0,0,0,0,0,0,0,0,0,0
126.51,0,0,0,0,0,0,0,0,0,0
127.08,0,0,0,0,0,0,0,0,0,0
127.56,0,0,0,0,0,0,0,0,0,0
128.02,0,0,0,0,0,0,0,0,0,0
128.5,0,0,0,0,0,0,0,0,0,0
129.02,0,0,0,0,0,0,0,0,0,0
129.51,0,0,0,0,0,0,0,0,0,0
130.07,0,0,0,0,0,0,0,0,0,0
130.54,0,0,0,0,0,0,0,0,0,0
131.06,0,0,0,0,0,0,0,0,0,0
131.56,0,0,0,0,0,0,0,0,0,0
132.03,0,0,0,0,0,0,0,0,0,0
132.57,0,0,0,0,0,0,0,0,0,0
133.04,0,0,0,0,0,0,0,0,0,0
133.5,0,0,0,0,0,0,0,0,0,0
134.05,0,0,0,0,0,0,0,0,0,0
134.5,0,0,0,0,0,0,0,0,0,0
135.05,0,0,0,0,0,0,0,0,0,0
135.58,0,0,0,0,0,0,0,0,0,0
136.05,0,0,0,0,0,0,0,0,0,0
136.58,0,0,0,0,0,0,0,0,0,0
137.04,0,0,0,0,0,0,0,0,0,0
137.57,0,0,0,0,0,0,0,0,0,0
