part1
0,08;-7;0,01;0,42;0,55;-63,93;-82,38;-71,93;-115,69;90;26,07
0,56;-7;0,01;0,42;0,55;-63,93;-82,37;-71,93;-115,69;90;26,07
1;-7;0,01;0,42;0,55;-63,93;-82,37;-71,93;-115,69;90;26,07
1,51;-7;0,01;0,42;0,55;-63,93;-82,37;-71,93;-115,69;90;26,07
2,02;-7;0,01;0,42;0,55;-63,93;-82,38;-71,94;-115,69;90;26,07
2,55;-7;0,01;0,42;0,55;-63,93;-82,37;-71,93;-115,69;90;26,07
3,06;-7;0,01;0,42;0,55;-63,93;-82,37;-71,94;-115,69;90;26,07
3,49;-7;0,01;0,42;0,55;-63,93;-82,37;-71,94;-115,69;90;26,07
4,01;-7;0,01;0,42;0,55;-63,93;-82,37;-71,94;-115,69;90;26,07
4,54;-7;0,01;0,42;0,55;-63,93;-82,37;-71,94;-115,69;90;26,07
5,08;-7;0,01;0,42;0,55;-63,93;-82,37;-71,94;-115,69;90;26,07
5,53;-7;0,01;0,42;0,55;-63,93;-82,38;-71,93;-115,69;90;26,07
6,06;-7;0,01;0,42;0,55;-63,93;-82,37;-71,94;-115,69;90;26,07
6,49;-7;0,01;0,42;0,55;-63,93;-82,37;-71,94;-115,69;90;26,07
7,01;-7;0,01;0,42;0,55;-63,93;-82,37;-71,94;-115,69;90;26,07
7,53;-7;0,01;0,42;0,55;-63,93;-82,37;-71,94;-115,69;90;26,07
8,05;-7;0,01;0,42;0,55;-63,93;-82,37;-71,94;-115,69;90;26,07
8,55;-7;0,01;0,42;0,55;-63,93;-82,38;-71,94;-115,69;90;26,07
9,07;-7;0,01;0,42;0,55;-63,93;-82,38;-71,93;-115,69;90;26,07
9,51;-7;0,01;0,42;0,55;-63,93;-82,37;-71,93;-115,69;90;26,07
10,07;-7;0,01;0,43;0,55;-63,93;-82,38;-71,92;-115,69;90;26,07
10,5;-7;0,01;0,47;0,55;-64,32;-83,15;-71,29;-115,55;90;25,67
11,05;-7;0,01;0,52;0,55;-66,48;-87,93;-66,97;-115,1;90;23,52
11,5;-7;0,01;0,54;0,55;-68,48;-93,22;-61,6;-115,18;90;21,52
12,04;-7;0,01;0,54;0,55;-69,81;-97,36;-56,97;-115,67;90;20,19
12,5;-7;0,01;0,54;0,54;-70,06;-98,18;-56,01;-115,8;90;19,94
13,04;-7;0,01;0,54;0,5;-70,09;-97,79;-57,99;-114,22;90;19,91
13,49;-7;0,01;0,54;0,47;-70,09;-96,62;-63,34;-110,03;90;19,91
14,02;-7;0,01;0,54;0,46;-70,09;-95,29;-70,84;-103,87;90;19,91
14,54;-7;0,01;0,54;0,46;-70,09;-94,71;-74,64;-100,66;90;19,91
15,01;-7;0,01;0,54;0,46;-70,09;-94,66;-75,03;-100,32;90;19,91
15,56;-7;0,01;0,54;0,46;-70,09;-94,65;-75,06;-100,29;90;19,91
